"","Messy text"
"657","RT NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ @JanRomes"
"658","When he know youre mad but know it's the lil things. #sarcastic Oohh come＃ https://instagram.com/p/-Ec55ulH3wyKn5k9fHz0mS0-PDdHk5jcDAOkk0/<U+00A0>＃"
"659","I do not regret. #sarcastic"
"660","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/2lcfyuqKE<U+00A0>"
"661","@janetapia09 @alvarezdan9 @PEPalerts what is appropriate then? You seem like you know a lot. Lol. #sarcastic"
"662","Being ignored is great #sarcastic great"
"663","Current mood #littlemonster #mood #sarcastic #likesforlikes #likeforlike #follow #followforfollow https://instagram.com/p/-D90QAk9i-/<U+00A0>"
"664","If it makes you feel better americans yes strict gun laws dont work andits all the Syrian refugees fault #dumbass #sarcastic #Prayers4Paris"
"665","I may be #Sarcastic, but my main malfunction is that... I truly care"
"666","Marry me, @MrJulieGoldman! #adorable #hilarious #sarcastic #kind #animallover #wudflipforher #joyful #myfuturewife"
"667"," ※You don＊t say!§ #sarcastic #Goth #whiteGirl http://tmblr.co/ZT8oqj1y1ujKU<U+00A0>"
"668","@sardesairajdeep @narendramodi  Randeep..is ur account hacked? You praised modi? #sarcastic"
"669","I feel bad when my sarcasm offends someone... I just can't help it, it's who I am #sarcastic #senseofhumor"
"670","Press and hold all your phone buttons to deploy nuke !!!

#sarcastic pic.twitter.com/cW1uvSJuOr"
"671","@cox24563 Instead of racist can we call it cultural demographic awareness? #racism #KinderGentlerNation   #politicallycorrect #sarcastic"
"672","When people who claim to be #sarcastic don't get your #sarcasm. #fail"
"673","Being a passenger in the back of the car, with my parents is always fun. #sarcastic"
"674","But it's okay because American white police officers are the enemy #sarcastic #wakeuppeople"
"675","As a matter of fact MY HUSBAND EMINEM should go kill ISIS each & everyone of them, since Yahoos think he a GAD DAMN GOD *#sarcastic tweet*"
"676","This Star Wars sketch is hilarious . I really, really cannot stop laughing. #sarcastic #childreninneed"
"677","As a matter of fact MY HUSBAND @EMINEM should go kill ISIS each & everyone of them, since Yahoos think he a GAD DAMN GOD *#sarcastic tweet*"
"678","It must be so hard to have your perf family. #sarcastic #fuckyou"
"679","Thanks @facebook for the memories to show me how I once was, what a change... #sarcastic #notarealthankU #suchchanges #hopetochangeback"
"680","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"681","@realDonaldTrump borders for what? Then you can't get out to bomb other countries surely? <f0><U+009F><U+00A4><U+0094> #sarcastic #donaldcunt"
"682","Chinese food & pink wine #MyFridaysAreCrazy #Sarcastic #Relaxed pic.twitter.com/RNok9FtKDH"
"683","@PhoulBallz @philliesnation sounds like a typical MAG outing.  Hey at least he is consistent #sarcastic #optimism"
"684","It's a nice feeling knowing everyone is mad at me #sarcastic"
"685","Accessorising with designer bags under my eyes and the best acne you've ever seen #Sarcastic #NotEnoughSleep"
"686","Obsessed with @Andy book The Andy Cohen Diaries, my kind of funny #sarcastic #hilar #celebs"
"687","This was just the #funny #sarcastic #motivation needed this #ff .

#BlackEarthJava Fans, Please＃ https://instagram.com/p/-B3ddjluXC/<U+00A0>"
"688","-@gailDrich @JamesMArcher @rweingarten @AJMGrandma @nysut @rratto @palan57 They may be anti-union but they are #21stCenturyReady  #sarcastic"
"689","Getting a tooth pulled out is a great way to start the day #sarcastic"
"690","Don't worry mate! It's just a morning commute into London, no need to move down. Blocking the aisle is a top idea!  #sarcastic #travel #work"
"691"," Happiness must be like this. #Sarcastic. pic.twitter.com/1t8xwjNJs5"
"692","Sad yet true #capricorn #sarcastic #notdifficult #ifyouknowme #prettymuch #ijs #ohwell #night https://instagram.com/p/-AqwKIAZND/<U+00A0>"
"693","Thanks for telling me what I did wrong and then leaving #smh #sarcastic"
"694","When your pc decided to do a random update whilst your recording so it just shuts down all your stuff.... #fantastic #sarcastic #fml"
"695","I blame my upbringing  nothin but love! #sarcastic pic.twitter.com/TCyDvGYU8j"
"696","I really like this kid #heishismotherschild #sarcastic #smart #futurebroadcaster #11thgrader #myjohnjohn https://instagram.com/p/-AkWQOoSLM/<U+00A0>"
"697","Facebook's On This Day Memories is funny as hell... #sarcastic"
"698","Nobody owes you anything! You earn what you get! #political #popular #belief #politics #owe #sarcastic #clothing pic.twitter.com/5xrhqYorCO"
"699","@TheOtherRosie  for being #sarcastic about #their own #hypocrisy, etc."
"700","@nocturnalpeac3 @JohnPeterson59 @SydneyAtheist @PONY_99_ In other words, I was being #SARCASTIC you #HYPOCRITE."
"701","#Tact is for People who aren't Clever enough to be #Sarcastic #funny #pht1  by CountryWorkshop http://etsy.me/1ys2Ltj<U+00A0> via @Etsy"
"702","So true.... what about you ;) #Reality #Truth #Sarcastic #funny http://fb.me/4Mp68jAcs<U+00A0>"
"703","my excitement when Michael tells me we're watching 'when sharks attack' <f0><U+009F><U+00A4><U+0093>#sarcastic"
"704","ARE THEY A KEEPER? LET THE SARCASM DECIDE :D <3 #lovelayla #sarcastic #sarcasm #keeper #greetingscard pic.twitter.com/tKgSnM0gwP"
"705","Retweeted Jan Romes (@JanRomes):

NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful... http://fb.me/5egizAKAu<U+00A0>"
"706","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"707","No Sweat Pants Allowed - Wine Club!  #sassy #sarcastic #warm #funny http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=sr_1_1?ie=UTF8&qid=1422483908&sr=8-1&keywords=No+Sweat+Pants+Allowed+-+Wine+Club<U+00A0>＃ http://twitter.com/JanRomes/status/560566618259197952/photo/1pic.twitter.com/eKm2iocqiW<U+00A0> "
"708","NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃  "
"709","@teamblackcanary @arrowwriters Arrow is a show that LOVES to do #Fanservice. #SmoakNLance anyone? #Sarcastic"
"710","Younis Khan started his ODI career in Pakistan kit and ended in South African kit. #Sarcastic"
"711","#Repost sarcasmserveddaily with repostapp.
<U+30FB><U+30FB><U+30FB>
#Sarcasmserveddaily #sarcasm #sarcastic #instagood＃ https://instagram.com/p/9_fCVUI6ez/<U+00A0>"
"712","#Repost sushantmenia with repostapp.
<U+30FB><U+30FB><U+30FB>
Yes.... This is true #lol #lmao #sarcastic #sarcasm #funny＃ https://instagram.com/p/9_W5juI6Qd/<U+00A0>"
"713","But how would I know where to 'click' otherwise #sarcastic #headlines #calltoaction #contentmarketing  https://twitter.com/HubSpot/status/664767623306022912<U+00A0>＃"
"714","Sometimes I wish I was a brat with privileges who does not have to work to earn a single dime while spouting how hard life is. #sarcastic"
"715","Sorry but I am just being #Sarcastic | #Sarcasm at its finest ;)"
"716","yes i am a highly #sarcastic entity.....high IQ what can i say?"
"717","I....n....te....r....ne...........t! Thanks for the VERY FAST INTERNET. P.......L.......D..........T #sarcastic"
"718","Tipu sultan's birthday shifted to maintain the tolerance of this universe .. Aaagh .. :).  .. 
Intolerant tolerance .. #sarcastic."
"719","Can't resist a #sarcastic #kangaroo #pencilcase. It's small so it might make me carry less＃ http://ift.tt/1WOphgC<U+00A0> pic.twitter.com/MCo0IyKY0w"
"720","When you bite into a #macaron and you know that it's going to be a good day! 

#sarcasm #sarcastic＃ https://instagram.com/p/9-mu4YIPQf/<U+00A0>"
"721","@GOPTeens this is #sarcastic if you are #stupid enough to believe that a #woman doesn't have #rights over her body https://twitter.com/kudya_not/status/654128780097617921<U+00A0>＃"
"722","Always nice to be back on pc after your laptop crashed #sarcastic #shitshitshit"
"723","@VIBEraider or is it me that needs to hashtag #sarcastic to you Punky?"
"724","@RexStults jesus christ, dude do i need to hashtag #sarcastic for you next time? or do u get off on trolling?"
"725","Loved this! #sarcastic #asshole #welcometomyworld #lmao #tootrue #toofunny https://instagram.com/p/9-NQAil243/<U+00A0>"
"726","Mama Smoak and Quentin Lance.... no #Arrow doesn't do #Fanservice at all! #sarcastic #SmoakNLance #"
"727","#Mizzou has proved my theory, each time humans evolve, the skin gets thinner & thinner. #sarcastic #sticksandstones #biasmedia"
"728","Imma leave this here #faithful #honest #loyal #loving #supportive #caring #sarcastic #laugh＃ https://instagram.com/p/99_zvpyQsJ/<U+00A0>"
"729","Just saying...#imfunnydamnit #teehee #lol #lmao #sarcastic #sarcasm #af #jokes #kermit #sefie #cute＃ https://instagram.com/p/998wt6lqMo/<U+00A0>"
"730","Mens #Sarcastic Comment 'Loading' #Tshirt, teal. http://bit.ly/1LcCS8w<U+00A0>"
"731","No Sweat Pants Allowed - Wine Club!  #sassy #sarcastic #warm #funny http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=sr_1_1?ie=UTF8&qid=1422483908&sr=8-1&keywords=No+Sweat+Pants+Allowed+-+Wine+Club<U+00A0>＃ ＃ http://twitter.com/JanRomes/status/560566618259197952/photo/1pic.twitter.com/eKm2iocqiW<U+00A0>＃  "
"732",".@CaseyNeistat The beauty of public companies and their incessant focus on #greed, hence diluting everything to numbers. #sarcastic."
"733","Wednesday night is class night #sarcastic yay"
"734","No Sweat Pants Allowed - Wine Club!  #sassy #sarcastic #warm #funny http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=sr_1_1?ie=UTF8&qid=1422483908&sr=8-1&keywords=No+Sweat+Pants+Allowed+-+Wine+Club<U+00A0>＃ ＃ http://twitter.com/JanRomes/status/560566618259197952/photo/1pic.twitter.com/eKm2iocqiW<U+00A0>＃  "
"735","bc cuddling during a tornado watch is always fun! #sarcastic"
"736","What a quality can opener @FarberwareCook #sarcastic it only lasted two months #fail pic.twitter.com/mKR8PLOlMx"
"737","Haha... Pretty much me... With a good dose of silliness! #silly #sarcastic #inappropriate #friend pic.twitter.com/zLusnoEu65"
"738","Being #Sarcastic May Make You More #Creative via @HuffingtonPost http://huff.to/1XTwn0d<U+00A0> pic.twitter.com/o26eQBMyJy"
"739","@GirlsontheBall oh sorry of I'm so used of the popp theatre performance that I didn't even recognize anymore #sarcastic"
"740","MY EYES ARE ROLLING....#lovelayla #eyeroll #rollingeyes #rollseyes #funny #sarcastic #greetingscard pic.twitter.com/OTcu7yr5u7"
"741","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"742","@horserider3573 is the best lab partner ever #sarcastic #reallytheworst"
"743","@sagegroupplc shocking customer care, you guys should be ashamed #CustomerService #sarcastic"
"744","@sageuk your #sarcastic reply is noted, shame sage don't care about customers of 20+ years #CustomerService ."
"745","Cry for what really matters... #AllLivesMatters #TeamGOD #TaniaSpeaks #sarcastic life. pic.twitter.com/R9eQrP9Wku"
"746","Having #sarcastic #friends will make you more #creative. #Sarcasm is considered a #brain #stimulant.
UR Lucky to have ME in ur life  ;)"
"747","This should make #Sabres games a blast. #sarcastic  https://twitter.com/news4buffalo/status/664456182539689984<U+00A0>＃"
"748","Isn't it just fantastic when your hard drive has the click of death? >_< #sarcastic #noitsnot"
"749","'Waiting for the peanuts?' '#sarcasm #sarcastic #sarcasmo #weird #structure #symmetry #system＃ https://instagram.com/p/98tCrqJIqG/<U+00A0>"
"750","Sometimes you need to distance yourself from the crowd to see clearly #theothers #Sarcastic #Hint pic.twitter.com/RKwIXRVXck"
"751","My new pillow and naming it Scarlet. Letting the spirit of Sarcasm grow. Haha! #Sarcastic＃ https://instagram.com/p/98Tj_4qTss/<U+00A0>"
"752","Well that's a nice story to have coffee with. #sarcastic"
"753","@FCOtravel Can you bring cigarettes? #sarcastic"
"754","Sabi na eh, La Salle is the only school  which has the rulebook mastered! Galing talaga! #sarcastic"
"755","No RIGHT #sarcastic"
"756","@ClintNewland dude.... This gets a tweet but me snorting popping candy off your prompt desk gets nothing?! #sad #sarcastic #whatisit?"
"757","Paranormal groups who pray to their particular deity, why the hell are you going to haunted places in the 1st place? #sarcastic"
"758","So SO true!! #sweet #funny #sarcastic #sarcasm #truth #true #funny #dessert #pastry #happy＃ https://instagram.com/p/98HETsIPR_/<U+00A0>"
"759","Great news for you @YannickFontana ! Study Says Being #Sarcastic Can Make You More #Creative http://buff.ly/1L9tyz6<U+00A0> pic.twitter.com/wqC0UqqnZw"
"760","Im offended by the new @BurgerKing commercial because it has a black dude eating chicken fries. #Sarcastic #GetAJobChallenge #STFU"
"761","Unbelievable ""@samcowen: Sprinklers going full blast in the suburbs this morning. So glad we're all onboard with conserving water #sarcastic"
"762","Tomorrow will get a great day #sarcastic #butyetalsoserious"
"763","Need to get the #creative juices flowing? Try a dose of #sarcasm. http://www.upworthy.com/need-to-get-the-creative-juices-flowing-try-a-dose-of-sarcasm?g=2&c=ufb1<U+00A0>＃ I can be very #sarcastic. Helps with my creativity"
"764","hurt me with the truth but never comfort me with a lie #sarcastic"
"765","@owlguru Def my day today, so long as in this quote the little dude #Yoda; #sarcastic being he was"
"766","Any msm coverage of this? #sarcastic #rhetoric https://twitter.com/sureshpprabhu/status/664157966338142208<U+00A0>＃"
"767","@RheumaBlog_Wren  hopefully I figure it out so that my responses are also smart aka #sarcastic great to see you!!!!!"
"768","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"769","God made everything that has life ,rest everything is made in China. #unknown #sarcastic @FunnySayings #startup #entrepreneur #HappyDiwali"
"770","Boys there days are so fucking charming <f0><U+009F><U+0099><U+0084>#Sarcastic"
"771","#ThatAwkwardMoment when someone doesn't realize you're being #sarcastic"
"772","RT @cigar150: RT @JanRomes: NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funnys #sarcastic #joyful #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ "
"773","Man I wish I had the skills to blackmail, makeup pitty stories, manipulate and make up drama so I can get tips!<f0><U+009F><U+0099><U+0084><f0><U+009F><U+0099><U+0084> #sarcastic #bullshit"
"774","Hahahh im dying #ben #starbucks #seriouslypeople #sarcastic #obviously @Starbucks people are dumb pic.twitter.com/5pTFMSfYjM"
"775","@AlbertBreer @NFL why a shoulder strain? No one tackled him in Miami #sarcastic"
"776","#cornell This guy did not study in law school during November... #justkidding #sarcastic #lawschoolproblems #taking＃ pic.twitter.com/z36viirTdG"
"777","When your wifi is NOT lagging af #sarcastic"
"778","Just did a test with one of the questions saying ""Are you #sarcastic?"" Duuuuuh..."
"779","@cpoponea #CrainsLanding #Natalie has sass that's for sure! #sarcastic and #Beautiful #Dr.Crain＃ https://instagram.com/p/96NZ0Eo_Ac/<U+00A0>"
"780","Here I am!!! Watch out Tuesday I'm bringing my A game today #tuesday #sarcasm #sarcastic #bringiton＃ https://instagram.com/p/96H5-ZOQCn/<U+00A0>"
"781","When you move from 20th to 19th on the wait list #sarcastic #itssenioryearwhyamionthewaitlistatall"
"782","choose me or lose me. im not a backup plan and definitely not a second fucking option! #sarcastic"
"783","No Sweat Pants Allowed - Wine Club!  #sassy #sarcastic #warm #funny http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=sr_1_1?ie=UTF8&qid=1422483908&sr=8-1&keywords=No+Sweat+Pants+Allowed+-+Wine+Club<U+00A0>＃ http://twitter.com/JanRomes/status/560566618259197952/photo/1pic.twitter.com/eKm2iocqiW<U+00A0> "
"784","NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃ ＃  "
"785","BEST FRIENDS #lovelayla #bestfriend #funny #sarcasm #cards #greetingscard #sarcastic pic.twitter.com/Af8XcBASqB"
"786","Today we have even more rain! Yay! #noyay #sarcastic #ItsCoffeeTime"
"787","I'm so excited for the GOP debate!
#Sarcastic"
"788","According to science, here's how #sarcastic people are different from everyone else http://ow.ly/Uo8zh<U+00A0>"
"789","Can't wait to work thanksgiving night and Black Friday#Sarcastic"
"790","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"791","Okay. #sarcastic"
"792","Being #Sarcastic May Make You More #Creative. Apparently. http://huff.to/1L2KBmf<U+00A0>"
"793","@ohADAM I've never been a fan of Alex, but he was managing the offense ok when he was replaced by Kap. #Sarcastic #ShouldaDraftedRodgers"
"794","@adambombshow yes, I care so much! the cups are the main reason why I go to Starbucks, I mean who goes for the coffee, right? <f0><U+009F><U+0099><U+0083> #sarcastic"
"795","Just sayin'
#sarcasm #sarcastic #Misunderstood #writerproblems pic.twitter.com/cfHismhfe2"
"796","@Sarcoid_Network   Love this disease! !!! #sarcastic. .."
"797","But it's all about the ball striking @BenColeyGolf #Sarcastic #AgreedWithYou  https://twitter.com/justinraygc/status/663833057703665664<U+00A0>＃"
"798","Thanks for the update#breaking #news #imfunnydamnit #imanasshole #sarcasm #sarcastic #jokes＃ https://instagram.com/p/94RkACFqBM/<U+00A0>"
"799","Got told my coughs sound sarcastic. #sarcastic"
"800","Seeeeeee I'm not always sarcastic!!! Lol #doyouknowme #me #asshole #sarcastic #angry #notangry #happy https://instagram.com/p/94FF9stqyf/<U+00A0>"
"801","According to science, here＊s how #sarcastic people are different from everyone else http://hellogiggles.com/sarcastic-people-good-for-you/<U+00A0>＃ v赤a @hellogiggles"
"802","@BEades hard to believe with the Affordable Healthcare Act #sarcastic #joke"
"803","So it turns out #sarcastic people are #smarter. Isn't that just fantastic. http://bit.ly/1kGdJul<U+00A0> pic.twitter.com/oUH46PAwXV"
"804","made him smell good.. it was noisy tho.. #sarcastic #lovehim #catlove https://instagram.com/p/93qodrL_Cv/<U+00A0>"
"805","""Forget another situation so serious...... "" ey...Looking forward to another @OfficialChip & @EricBellinger collab #Sarcastic"
"806",".I＊m so happy to see @Ticketmaster has taken the best seats in the house to scalp for themselves! Excellent work again! @maroon5 #sarcastic"
"807","Being #Sarcastic May Make You More #Creative via @HuffingtonPost http://buff.ly/1XTwn0e<U+00A0> pic.twitter.com/nPEEnn0miJ"
"808","#MondayMotivation is what you have when you don't work on Tuesday. #humor #sarcastic"
"809","RT @JanRomes NO SWEAT PANTS ALLOWED - WINE CLUB #sassy #funny #sarcastic #joyful  #KindleUnlimited  http://www.amazon.com/No-Sweat-Pants-Allowed-Wine-ebook/dp/B00SQ7SQ14/ref=tmm_kin_swatch_0?_encoding=UTF8&sr=8-1&qid=1427665557<U+00A0>＃"
"810","I love it when some random comes in and tells me what to do #sarcastic"
"811","@EdmundPoliks thanks for reminding me #sarcastic #jerk #haha"
"812","that 1 fan @bcplace was not wearing white, its his fault the Caps can't score #Sarcastic"
"813","When you're being #sarcastic and someone asks if you're being #serious :|"
"814","According to science, here＊s how #sarcastic people are different from everyone else http://hellogiggles.com/sarcastic-people-good-for-you/<U+00A0>＃ via @hellogiggles"
"815","@nyislandertalk what is #sarcastic about that? The team was great last year and they look very good this year, just some #BadBounces #isles"
"816","The @dallascowboys' Sean Lee is hurt again. #inconceivable #sarcastic #MrGlass"
"817","Mostly I just don't understand what some of you are trying to say. #cryptic #sarcastic #makeyourdamnpoint"
"818","According to science, here＊s how #sarcastic people are different from everyone else http://hellogiggles.com/sarcastic-people-good-for-you/<U+00A0>＃ via @hellogiggles"
"819","Bart Scott. The pride and joy of Southern Illinois University #Sarcastic #CBS"
"820","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJSZg<U+00A0> #Science pic.twitter.com/0GJsAIBXPA"
"821","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJQWq<U+00A0> #Science pic.twitter.com/ubfBvjWirJ"
"822","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJLRl<U+00A0> #Science pic.twitter.com/qsP3pZyYVw"
"823","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJMdx<U+00A0> #Science pic.twitter.com/8PvRHcTJJy"
"824","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJJ2c<U+00A0> #Science pic.twitter.com/vPDsVAU60h"
"825","#Sarcasm #Sarcastic 每 Sarcasm Is A Good Thing 每 No, Really, Science Says So 每＃ http://dlvr.it/ChJGpG<U+00A0> #Science pic.twitter.com/kWNYmh0cRP"
